"fdcId","description","dataType","calories","protein","fat","carbs"
"168084","Restaurant, Chinese, vegetable chow mein, without meat or noodles","SR Legacy","43","1.34","1.68","5.74"
"168085","OLIVE GARDEN, spaghetti with meat sauce","SR Legacy","121","5.8","3.28","17.2"
"168086","CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce","SR Legacy","122","5.87","3.92","15.7"
"168087","Restaurant, Chinese, sesame chicken","SR Legacy","293","14.3","14.2","26.9"
"168088","Syrups, grenadine","SR Legacy","268","0","0","66.9"
"168089","Imitation cheese, american or cheddar, low cholesterol","SR Legacy","390","25","32","1"
"168090","Babyfood, banana juice with low fat yogurt","SR Legacy","86","2.5","0.8","17.5"
"168091","Babyfood, mixed fruit juice with low fat yogurt","SR Legacy","74","2.4","0.8","14.7"
"168092","Ham, turkey, sliced, extra lean, prepackaged or deli","SR Legacy","134","19.6","5.8","0.93"
"168093","Salad dressing, peppercorn dressing, commercial, regular","SR Legacy","564","1.2","61.4","3.5"
"168094","Mayonnaise, reduced-calorie or diet, cholesterol-free","SR Legacy","333","0.9","33.3","6.7"
"168095","Granola bar, soft, milk chocolate coated, peanut butter","SR Legacy","536","9.6","31.2","54.1"
"168096","Salad dressing, italian dressing, reduced calorie","SR Legacy","200","0.3","20","6.7"
"168097","Cream substitute, liquid, light","SR Legacy","71","0.8","3.5","9.1"
"168098","Cheese, monterey, low fat","SR Legacy","313","28.2","21.6","0.7"
"168099","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free","SR Legacy","107","1.4","2.7","20"
"168100","Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free","SR Legacy","140","1","8","16"
"168101","Bologna, beef, low fat","SR Legacy","204","11.8","14.8","5.2"
"168102","Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars","SR Legacy","553","7.3","33.3","56"
"168103","Frozen yogurts, chocolate, nonfat milk, sweetened without sugar","SR Legacy","107","4.4","0.8","19.7"
"168104","Frozen yogurts, chocolate","SR Legacy","131","3","3.6","21.6"
"168105","Frozen yogurts, flavors other than chocolate","SR Legacy","127","3","3.6","21.6"
"168106","Papad","SR Legacy","371","25.6","3.25","59.9"
"168107","Rice cake, cracker (include hain mini rice cakes)","SR Legacy","392","7.1","4.3","81.1"
"168108","Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies","SR Legacy","522","7.53","27.8","60.5"
"168109","Salad Dressing, coleslaw, reduced fat","SR Legacy","329","0","20","40"
"168110","Pork, cured, ham, low sodium, lean and fat, cooked","SR Legacy","172","22.3","8.3","0.3"
"168111","Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted","SR Legacy","145","20.9","5.5","1.5"
"168112","Salad dressing, mayonnaise and mayonnaise-type, low calorie","SR Legacy","263","0.9","19","23.9"
"168113","Frozen novelties, juice type, orange","SR Legacy","95","0.5","0","23.2"
"168114","Cheese, cottage, lowfat, 1% milkfat, no sodium added","SR Legacy","72","12.4","1","2.7"
"168115","Mayonnaise, low sodium, low calorie or diet","SR Legacy","231","0.3","19.2","16"
"168116","Snacks, tortilla chips, unsalted, white corn","SR Legacy","503","7.79","23.4","65.3"
"168117","Cranberry juice, unsweetened","SR Legacy","46","0.39","0.13","12.2"
"168118","Beef, bologna, reduced sodium","SR Legacy","310","11.7","28.4","2"
"168119","Turnip greens, canned, no salt added","SR Legacy","19","1.36","0.3","2.81"
"168120","Turkey, light or dark meat, smoked, cooked, with skin, bone removed","SR Legacy","208","28.1","9.7","0"
"168121","Cheese, pasteurized process, cheddar or American, low sodium","SR Legacy","376","22.2","31.2","1.6"
"168122","Beverages, coffee, instant, with whitener, reduced calorie","SR Legacy","509","1.96","29.1","59.9"
"168123","Beverages, cranberry-apple juice drink, low calorie, with vitamin C added","SR Legacy","19","0.1","0","4.7"
"168124","Cheese, swiss, low sodium","SR Legacy","374","28.4","27.4","3.4"
"168125","Babyfood, dinner, macaroni, beef and tomato sauce, toddler","SR Legacy","82","4.34","1.9","11.5"
"168126","Rolls, pumpernickel","SR Legacy","276","10.8","2.8","51.9"
"168127","Snacks, corn-based, extruded, chips, unsalted","SR Legacy","557","6.6","33.4","57.4"
"168128","Beans, baked, canned, no salt added","SR Legacy","105","4.8","0.4","20.5"
"168129","Jellyfish, dried, salted","SR Legacy","36","5.5","1.4","0"
"168130","Frozen novelties, ice cream type, chocolate or caramel covered, with nuts","SR Legacy","323","4.4","20.2","30.9"
"168131","Frankfurter, low sodium","SR Legacy","312","12","28.5","1.8"
"168132","Frozen novelties, ice type, pop, with low calorie sweetener","SR Legacy","24","0","0","5.92"
"168133","Babyfood, dessert, peach yogurt","SR Legacy","77","0.9","0.18","17.6"
"168134","Babyfood, dessert, blueberry yogurt, strained","SR Legacy","77","0.5","0.7","17"
"168135","Babyfood, dessert, banana yogurt, strained","SR Legacy","78","1.1","0.52","17.4"
"168136","Ice creams, chocolate, rich","SR Legacy","251","4.72","17","19.8"
"168137","Snacks, tortilla chips, light (baked with less oil)","SR Legacy","465","8.7","15.2","73.4"
"168138","Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted","SR Legacy","401","7.12","5.46","81.2"
"168139","Popcorn, microwave, low fat and sodium","SR Legacy","429","12.6","9.5","73.4"
"168140","Babyfood, fruit supreme dessert","SR Legacy","73","0.5","0.2","17.2"
"168141","Cheese, swiss, low fat","SR Legacy","179","28.4","5.1","3.4"
"168142","Sweeteners, tabletop, fructose, liquid","SR Legacy","279","0","0","76.1"
"168143","Puddings, chocolate flavor, low calorie, instant, dry mix","SR Legacy","356","5.3","2.4","78.2"
"168144","Babyfood, grape juice, no sugar, canned","SR Legacy","62","0","0","15.4"
"168145","Jellies, reduced sugar, home preserved","SR Legacy","179","0.3","0.03","46.1"
"168146","Puddings, all flavors except chocolate, low calorie, instant, dry mix","SR Legacy","350","0.81","0.9","84.7"
"168147","Vital wheat gluten","SR Legacy","370","75.2","1.85","13.8"
